id,source_id,sentence,label,human_label,notes
570,287,新南威爾士州 RSPCA 首席督察大衛·奧沙納西向美國廣播公司表示，監督同檢查屠宰場喺澳洲應該要普及。,1,,
571,287,紐南威爾士州RSPCA 主監 David O'Shannessy 對ABC講 監控同檢查屠宰場喺澳洲應該係常見嘅,0,,
914,459,喺嘗試將電影轉成 DVD 格式嗰陣，其中最常見嘅問題就係過度掃描。,1,,
915,459,當嘗試將電影轉換為DVD格式時 最常見嘅問題之一係過掃描,0,,
1002,503,MySpace係美國第三大最受歡迎嘅網站，現時擁有5400萬用戶。,1,,
1003,503,MySpace 係美國第三大最受歡迎嘅網站 目前有5400萬個網頁,1,,
1126,565,嗰啲參加定期活動嘅人喺對病痛嘅負面感知方面需要多啲支持，先可以分辨到慢性病痛、不適感同正常身體運動嘅差別。,1,,
1127,565,參與經常活動嘅人需要更多嘅支持 嚟睇下慢性疼痛同不舒服感同正常運動嘅差異,0,,
102,51,今年 4 月，格林法官頒布咗一項針對呢個設施嘅臨時限制令，下令強制釋放還押超過 24 小時都冇接受法庭專員聆訊嘅人士。,1,,
103,51,"今年 4 月, 格林法官發出咗暫時停留令 要求釋放被拘留者 超過 24 小時之後 冇接受法院委員審理",0,,
456,230,據稱，呢個男人揸著部裝滿炸藥嘅三輪車撞向人群。,1,,
457,230,佢據稱駕駛一輛裝爆炸物嘅三輪車撞到一個人群,0,,
2618,1492,到中世紀末期，西歐開始發展出自己嘅風格。當時最重大嘅發展嚟自十字軍，令大家都開始用衫鈕扣衫。,1,,
2619,1492,歐洲西部開始發展自己嘅風格 歷史上最大嘅發展之一係因為十字軍 開始用按綁住衣服,0,,
